STUDY,BIOENTITY,PROPERTY_TYPE,PROPERTY_VALUE,SEMANTIC_TAG,ANNOTATOR,ANNOTATION_DATE
,ukbiobank_825,disease,pyloric stenosis,http://www.ebi.ac.uk/efo/EFO_0009626,efo,26/04/2019 00:00
,ukbiobank_826,disease,appendicitis,http://www.ebi.ac.uk/efo/EFO_0007149,efo,26/04/2019 00:00
,ukbiobank_827,phenotype,anal fissure,http://purl.obolibrary.org/obo/HP_0012390,efo,26/04/2019 00:00
,ukbiobank_828,disease,haemorrhoids / piles,http://www.ebi.ac.uk/efo/EFO_0009552,efo,26/04/2019 00:00
,ukbiobank_829,phenotype,jaundice (unknown cause),http://purl.obolibrary.org/obo/HP_0000952,efo,26/04/2019 00:00
,ukbiobank_830,disease,gastroenteritis/dysentry,http://www.ebi.ac.uk/efo/EFO_1001463,efo,26/04/2019 00:00
,ukbiobank_830,disease,gastroenteritis/dysentry,http://www.ebi.ac.uk/efo/EFO_1001869,efo,26/04/2019 00:00
,ukbiobank_831,disease,dyspepsia / indigestion,http://www.ebi.ac.uk/efo/EFO_0008533,efo,26/04/2019 00:00
,ukbiobank_832,phenotype,abdominal hernia,http://purl.obolibrary.org/obo/HP_0004299,efo,26/04/2019 00:00
,ukbiobank_833,phenotype,umbilical hernia,http://purl.obolibrary.org/obo/HP_0001537,efo,26/04/2019 00:00
,ukbiobank_834,phenotype,inguinal hernia,http://purl.obolibrary.org/obo/HP_0000023,efo,26/04/2019 00:00
,ukbiobank_835,disease,cystitis,http://www.ebi.ac.uk/efo/EFO_1000025,efo,26/04/2019 00:00
,ukbiobank_836,disease,bph / benign prostatic hypertrophy,http://www.ebi.ac.uk/efo/EFO_0000284,efo,26/04/2019 00:00
,ukbiobank_837,disease,prostatitis,http://www.ebi.ac.uk/efo/EFO_0003830,efo,26/04/2019 00:00
,ukbiobank_838,disease,erectile dysfunction / impotence,http://www.ebi.ac.uk/efo/EFO_0004234,efo,26/04/2019 00:00
,ukbiobank_839,disease,grave's disease,http://www.ebi.ac.uk/efo/EFO_0004237,efo,26/04/2019 00:00
,ukbiobank_840,disease,trigemminal neuralgia,http://www.ebi.ac.uk/efo/EFO_1001219,efo,26/04/2019 00:00
,ukbiobank_841,phenotype,benign / essential tremor,http://www.ebi.ac.uk/efo/EFO_0003108,efo,26/04/2019 00:00
,ukbiobank_842,disease,polio / poliomyelitis,http://www.ebi.ac.uk/efo/EFO_0007450,efo,26/04/2019 00:00
,ukbiobank_843,disease,dry eyes,http://www.ebi.ac.uk/efo/EFO_1000906,efo,26/04/2019 00:00
,ukbiobank_844,disease,iritis,http://www.ebi.ac.uk/efo/EFO_1000997,efo,26/04/2019 00:00
,ukbiobank_845,disease,post-natal depression,http://www.ebi.ac.uk/efo/EFO_0007453,efo,26/04/2019 00:00
,ukbiobank_846,disease,disc degeneration,http://www.ebi.ac.uk/efo/EFO_0004994,efo,26/04/2019 00:00
,ukbiobank_847,phenotype,back pain,http://purl.obolibrary.org/obo/HP_0003418,efo,26/04/2019 00:00
,ukbiobank_848,disease,scoliosis,http://www.ebi.ac.uk/efo/EFO_0004273,efo,26/04/2019 00:00
,ukbiobank_849,disease,spinal stenosis,http://www.ebi.ac.uk/efo/EFO_0007490,efo,26/04/2019 00:00
,ukbiobank_850,phenotype,joint pain,http://purl.obolibrary.org/obo/HP_0002829,efo,26/04/2019 00:00
,ukbiobank_851,disease,arthritis (nos),http://www.ebi.ac.uk/efo/EFO_0005856,efo,26/04/2019 00:00
,ukbiobank_852,phenotype,plantar fascitis,http://www.ebi.ac.uk/efo/EFO_1001909,efo,26/04/2019 00:00
,ukbiobank_853,disease,carpal tunnel syndrome,http://www.ebi.ac.uk/efo/EFO_0004143,efo,26/04/2019 00:00
,ukbiobank_854,disease,fibromyalgia,http://www.ebi.ac.uk/efo/EFO_0005687,efo,26/04/2019 00:00
,ukbiobank_855,disease,dupuytren's contracture,http://www.ebi.ac.uk/efo/EFO_0004229,efo,26/04/2019 00:00
,ukbiobank_856,disease,acne/acne vulgaris,http://www.ebi.ac.uk/efo/EFO_0003894,efo,26/04/2019 00:00
,ukbiobank_857,disease,lichen planus,http://www.ebi.ac.uk/efo/EFO_1000726,efo,26/04/2019 00:00
,ukbiobank_858,disease,lichen sclerosis,http://www.ebi.ac.uk/efo/EFO_1000724,efo,26/04/2019 00:00
,ukbiobank_859,disease,cervical intra-epithelial neoplasia (cin) / precancerous cells cervix,http://www.ebi.ac.uk/efo/EFO_1000910,efo,26/04/2019 00:00
,ukbiobank_860,phenotype,menorrhagia (unknown cause),http://purl.obolibrary.org/obo/HP_0000132,efo,26/04/2019 00:00
,ukbiobank_861,phenotype,ectopic pregnancy,http://purl.obolibrary.org/obo/HP_0031456,efo,26/04/2019 00:00
,ukbiobank_862,disease,miscarriage,http://www.ebi.ac.uk/efo/EFO_1001255,efo,26/04/2019 00:00
,ukbiobank_863,disease,breast fibroadenoma,http://www.ebi.ac.uk/efo/EFO_1000254,efo,26/04/2019 00:00
,ukbiobank_864,disease,raynaud's phenomenon/disease,http://www.ebi.ac.uk/efo/EFO_1001145,efo,26/04/2019 00:00
,ukbiobank_865,disease,food intolerance,http://www.ebi.ac.uk/efo/EFO_1001890,efo,26/04/2019 00:00
,ukbiobank_866,disease,urticaria,http://www.ebi.ac.uk/efo/EFO_0005531,efo,26/04/2019 00:00
,ukbiobank_867,disease,infectious mononucleosis / glandular fever / epstein barr virus (ebv),http://www.ebi.ac.uk/efo/EFO_0007326,efo,26/04/2019 00:00
,ukbiobank_867,disease,infectious mononucleosis / glandular fever / epstein barr virus (ebv),http://www.ebi.ac.uk/efo/EFO_0000769,efo,26/04/2019 00:00
,ukbiobank_868,disease,measles / morbillivirus,http://www.ebi.ac.uk/efo/EFO_1002025,efo,26/04/2019 00:00
,ukbiobank_869,disease,mumps / epidemic parotitis,http://www.ebi.ac.uk/efo/EFO_0007383,efo,26/04/2019 00:00
,ukbiobank_870,disease,rubella / german measles,http://www.ebi.ac.uk/efo/EFO_1002026,efo,26/04/2019 00:00
,ukbiobank_871,disease,chickenpox,http://www.ebi.ac.uk/efo/EFO_0007204,efo,26/04/2019 00:00
,ukbiobank_872,disease,whooping cough / pertussis,http://www.ebi.ac.uk/efo/EFO_0000650,efo,26/04/2019 00:00
,ukbiobank_873,disease,shingles,http://www.ebi.ac.uk/efo/EFO_0006510,efo,26/04/2019 00:00
,ukbiobank_874,disease,herpes simplex,http://www.ebi.ac.uk/efo/EFO_1002022,efo,26/04/2019 00:00
,ukbiobank_875,disease,hepatitis a,http://www.ebi.ac.uk/efo/EFO_0007305,efo,26/04/2019 00:00
,ukbiobank_876,disease,hepatitis b,http://www.ebi.ac.uk/efo/EFO_0004197,efo,26/04/2019 00:00
,ukbiobank_877,disease,hepatitis c,http://www.ebi.ac.uk/efo/EFO_0003047,efo,26/04/2019 00:00
,ukbiobank_878,disease,mitral regurgitation / incompetence,http://www.ebi.ac.uk/efo/EFO_0009557,efo,26/04/2019 00:00
,ukbiobank_879,disease,aortic regurgitation / incompetence,http://www.ebi.ac.uk/efo/EFO_0007148,efo,26/04/2019 00:00
,ukbiobank_880,disease,hypertrophic cardiomyopathy (hcm / hocm),http://www.ebi.ac.uk/efo/EFO_0000538,efo,26/04/2019 00:00
,ukbiobank_881,disease,pericarditis,http://www.ebi.ac.uk/efo/EFO_0007427,efo,26/04/2019 00:00
,ukbiobank_882,disease,respiratory infection,http://www.ebi.ac.uk/efo/EFO_0003106,efo,26/04/2019 00:00
,ukbiobank_883,phenotype,tinnitus / tiniitis,http://purl.obolibrary.org/obo/HP_0000360,efo,26/04/2019 00:00
,ukbiobank_884,phenotype,tonsiltis,http://purl.obolibrary.org/obo/HP_0011110,efo,26/04/2019 00:00
,ukbiobank_885,phenotype,constipation,http://purl.obolibrary.org/obo/HP_0002019,efo,26/04/2019 00:00
,ukbiobank_886,phenotype,rectal prolapse,http://purl.obolibrary.org/obo/HP_0002035,efo,26/04/2019 00:00
,ukbiobank_887,disease,femoral hernia,http://www.ebi.ac.uk/efo/EFO_1001791,efo,26/04/2019 00:00
,ukbiobank_888,phenotype,incisional hernia,http://purl.obolibrary.org/obo/HP_0004872,efo,26/04/2019 00:00
,ukbiobank_889,disease,nephritis,http://www.ebi.ac.uk/efo/EFO_1002050,efo,26/04/2019 00:00
,ukbiobank_890,disease,thyroid goitre,http://www.ebi.ac.uk/efo/EFO_0004283,efo,26/04/2019 00:00
,ukbiobank_891,disease,blepharitis / eyelid infection,http://www.ebi.ac.uk/efo/EFO_0009536,efo,26/04/2019 00:00
,ukbiobank_892,disease,obsessive compulsive disorder (ocd),http://www.ebi.ac.uk/efo/EFO_0004242,efo,26/04/2019 00:00
,ukbiobank_893,disease,insomnia,http://www.ebi.ac.uk/efo/EFO_0004698,efo,26/04/2019 00:00
,ukbiobank_894,phenotype,osteopenia,http://purl.obolibrary.org/obo/HP_0000938,efo,26/04/2019 00:00
,ukbiobank_895,disease,tendonitis / tendinitis / tenosynovitis,http://www.ebi.ac.uk/efo/EFO_1001434,efo,26/04/2019 00:00
,ukbiobank_895,disease,tendonitis / tendinitis / tenosynovitis,http://www.ebi.ac.uk/efo/EFO_1001435,efo,26/04/2019 00:00
,ukbiobank_896,disease,bursitis,http://www.ebi.ac.uk/efo/EFO_1000941,efo,26/04/2019 00:00
,ukbiobank_897,disease,tennis elbow / lateral epicondylitis,http://www.ebi.ac.uk/efo/EFO_1001896,efo,26/04/2019 00:00
,ukbiobank_898,disease,cellulitis,http://www.ebi.ac.uk/efo/EFO_0003035,efo,26/04/2019 00:00
,ukbiobank_899,disease,fracture skull / head,http://www.ebi.ac.uk/efo/EFO_1001425,efo,26/04/2019 00:00
,ukbiobank_900,disease,fracture radius,http://www.ebi.ac.uk/efo/EFO_0003957,efo,26/04/2019 00:00
,ukbiobank_901,disease,fracture ulna,http://www.ebi.ac.uk/efo/EFO_0003950,efo,26/04/2019 00:00
,ukbiobank_902,disease,fracture tibia,http://www.ebi.ac.uk/efo/EFO_0003944,efo,26/04/2019 00:00
,ukbiobank_903,phenotype,septicaemia / sepsis,http://purl.obolibrary.org/obo/HP_0100806,efo,26/04/2019 00:00
,ukbiobank_904,disease,meningioma / benign meningeal tumour,http://www.orpha.net/ORDO/Orphanet_2495,efo,26/04/2019 00:00
,ukbiobank_905,disease,rosacea,http://www.ebi.ac.uk/efo/EFO_1000760,efo,26/04/2019 00:00
,ukbiobank_906,disease,vitiligo,http://www.ebi.ac.uk/efo/EFO_0004208,efo,26/04/2019 00:00
,ukbiobank_907,disease,cervical erosion,http://www.ebi.ac.uk/efo/EFO_1000862,efo,26/04/2019 00:00
,ukbiobank_908,phenotype,dysmenorrhoea / dysmenorrhea,http://purl.obolibrary.org/obo/HP_0100607,efo,26/04/2019 00:00
,ukbiobank_909,phenotype,menopausal symptoms / menopause,http://www.ebi.ac.uk/efo/EFO_0003922,efo,26/04/2019 00:00
,ukbiobank_910,disease,alopecia / hair loss,http://www.orpha.net/ORDO/Orphanet_79364,efo,26/04/2019 00:00
,ukbiobank_911,disease,scarlet fever / scarlatina,http://www.ebi.ac.uk/efo/EFO_0007477,efo,26/04/2019 00:00
,ukbiobank_912,disease,undescended testicle,http://www.ebi.ac.uk/efo/EFO_0004562,efo,26/04/2019 00:00
,ukbiobank_913,disease,Hearing difficulty/problems: Yes,http://www.ebi.ac.uk/efo/EFO_0004238,efo,26/04/2019 00:00
,ukbiobank_914,measurement,Comparative height size at age 10,http://www.ebi.ac.uk/efo/EFO_0004339,efo,26/04/2019 00:00
,ukbiobank_915,measurement,Miserableness,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_916,measurement,Sensitivity / hurt feelings,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_917,measurement,Fed-up feelings,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_918,measurement,Nervous feelings,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_919,measurement,Guilty feelings,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_920,measurement,Risk taking,http://www.ebi.ac.uk/efo/EFO_0006946,efo,26/04/2019 00:00
,ukbiobank_921,factor,Overall health rating,http://www.ebi.ac.uk/efo/EFO_0004778,efo,26/04/2019 00:00
,ukbiobank_922,measurement,Number of live births,http://www.ebi.ac.uk/efo/EFO_0006921,efo,26/04/2019 00:00
,ukbiobank_923,phenotype,General pain for 3+ months,http://purl.obolibrary.org/obo/HP_0012532,efo,26/04/2019 00:00
,ukbiobank_924,phenotype,Chest pain or discomfort walking normally,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_925,phenotype,Chest pain due to walking ceases when standing still,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_926,phenotype,Chest pain or discomfort when walking uphill or hurrying,http://purl.obolibrary.org/obo/HP_0100749,efo,26/04/2019 00:00
,ukbiobank_927,phenotype,Knee pain for 3+ months,http://purl.obolibrary.org/obo/HP_0030839,efo,26/04/2019 00:00
,ukbiobank_928,disease,Number of spontaneous miscarriages,http://www.ebi.ac.uk/efo/EFO_1001255,efo,26/04/2019 00:00
,ukbiobank_929,measurement,"Heel bone mineral density (BMD) T-score, automated (left)",http://www.ebi.ac.uk/efo/EFO_0003923,efo,26/04/2019 00:00
,ukbiobank_930,measurement,"Heel bone mineral density (BMD) T-score, automated (right)",http://www.ebi.ac.uk/efo/EFO_0003923,efo,26/04/2019 00:00
,ukbiobank_931,measurement,Pulse wave reflection index,http://www.ebi.ac.uk/efo/EFO_0009804,efo,26/04/2019 00:00
,ukbiobank_932,measurement,Family relationship satisfaction,http://www.ebi.ac.uk/efo/EFO_0007869,efo,26/04/2019 00:00
,ukbiobank_932,measurement,Family relationship satisfaction,http://www.ebi.ac.uk/efo/EFO_0004424,efo,26/04/2019 00:00
,ukbiobank_933,measurement,Maximum workload during fitness test,http://www.ebi.ac.uk/efo/EFO_0004328,efo,26/04/2019 00:00
,ukbiobank_934,biological process,Prospective memory result,http://www.ebi.ac.uk/efo/EFO_0004333,efo,26/04/2019 00:00
,ukbiobank_935,phenotype,Cough on most days,http://purl.obolibrary.org/obo/HP_0012735,efo,26/04/2019 00:00
,ukbiobank_936,phenotype,Years of cough on most days,http://purl.obolibrary.org/obo/HP_0012735,efo,26/04/2019 00:00
,ukbiobank_937,disease,liver/biliary/pancreas problem,http://www.ebi.ac.uk/efo/EFO_0001421,efo,26/04/2019 00:00
,ukbiobank_937,disease,liver/biliary/pancreas problem,http://www.ebi.ac.uk/efo/EFO_0009534,efo,26/04/2019 00:00
,ukbiobank_937,disease,liver/biliary/pancreas problem,http://www.ebi.ac.uk/efo/EFO_0009605,efo,26/04/2019 00:00
,ukbiobank_938,disease,psychological/psychiatric problem,http://www.ebi.ac.uk/efo/EFO_0005407,efo,26/04/2019 00:00
,ukbiobank_939,disease,head injury,http://www.ebi.ac.uk/efo/EFO_0009505,efo,26/04/2019 00:00
,ukbiobank_940,disease,gynaecological disorder (not cancer),http://www.ebi.ac.uk/efo/EFO_0009549,efo,26/04/2019 00:00
,ukbiobank_941,disease,peripheral nerve injury,http://www.ebi.ac.uk/efo/EFO_0009510,efo,26/04/2019 00:00
,ukbiobank_942,disease,fracture jaw,http://www.ebi.ac.uk/efo/EFO_0009612,efo,26/04/2019 00:00
,ukbiobank_943,disease,fracture nose,http://www.ebi.ac.uk/efo/EFO_0009623,efo,26/04/2019 00:00
,ukbiobank_944,disease,fracture face / orbit / eye socket,http://www.ebi.ac.uk/efo/EFO_0009611,efo,26/04/2019 00:00
,ukbiobank_945,disease,fracture clavicle / collar bone,http://www.ebi.ac.uk/efo/EFO_0009614,efo,26/04/2019 00:00
,ukbiobank_946,disease,fracture shoulder / scapula,http://www.ebi.ac.uk/efo/EFO_0009621,efo,26/04/2019 00:00
,ukbiobank_947,disease,fracture forearm / wrist,http://www.ebi.ac.uk/efo/EFO_0009515,efo,26/04/2019 00:00
,ukbiobank_948,disease,fracture wrist / colles fracture,http://www.ebi.ac.uk/efo/EFO_0009515,efo,26/04/2019 00:00
,ukbiobank_949,disease,fracture hand,http://www.ebi.ac.uk/efo/EFO_0009514,efo,26/04/2019 00:00
,ukbiobank_950,disease,fracture finger,http://www.ebi.ac.uk/efo/EFO_0009616,efo,26/04/2019 00:00
,ukbiobank_951,disease,fracture thumb,http://www.ebi.ac.uk/efo/EFO_0009616,efo,26/04/2019 00:00
,ukbiobank_952,disease,fracture rib,http://www.ebi.ac.uk/efo/EFO_0009620,efo,26/04/2019 00:00
,ukbiobank_953,disease,fracture pelvis,http://www.ebi.ac.uk/efo/EFO_0009622,efo,26/04/2019 00:00
,ukbiobank_954,disease,fracture neck of femur / hip,http://www.ebi.ac.uk/efo/EFO_0008553,efo,26/04/2019 00:00
,ukbiobank_954,disease,fracture neck of femur / hip,http://www.ebi.ac.uk/efo/EFO_0003964,efo,26/04/2019 00:00
,ukbiobank_955,disease,fracture shaft of femur,http://www.ebi.ac.uk/efo/EFO_0008553,efo,26/04/2019 00:00
,ukbiobank_956,disease,fracture patella / knee,http://www.ebi.ac.uk/efo/EFO_0009617,efo,26/04/2019 00:00
,ukbiobank_957,disease,fracture lower leg / ankle,http://www.ebi.ac.uk/efo/EFO_0009615,efo,26/04/2019 00:00
,ukbiobank_957,disease,fracture lower leg / ankle,http://www.ebi.ac.uk/efo/EFO_0009512,efo,26/04/2019 00:00
,ukbiobank_958,disease,fracture fibula,http://www.ebi.ac.uk/efo/EFO_0009613,efo,26/04/2019 00:00
,ukbiobank_959,disease,fracture foot,http://www.ebi.ac.uk/efo/EFO_0009618,efo,26/04/2019 00:00
,ukbiobank_960,disease,fracture metatarsal,http://www.ebi.ac.uk/efo/EFO_0003931,efo,26/04/2019 00:00
,ukbiobank_961,disease,fracture toe,http://www.ebi.ac.uk/efo/EFO_0009618,efo,26/04/2019 00:00
,ukbiobank_962,disease,Hair/balding pattern: Pattern 2,http://www.ebi.ac.uk/efo/EFO_0004191,efo,26/04/2019 00:00
,ukbiobank_962,disease,Hair/balding pattern: Pattern 2,http://www.ebi.ac.uk/efo/EFO_0007825,efo,26/04/2019 00:00
,ukbiobank_963,disease,Hair/balding pattern: Pattern 3,http://www.ebi.ac.uk/efo/EFO_0004191,efo,26/04/2019 00:00
,ukbiobank_963,disease,Hair/balding pattern: Pattern 3,http://www.ebi.ac.uk/efo/EFO_0007825,efo,26/04/2019 00:00
,ukbiobank_964,disease,Hair/balding pattern: Pattern 4,http://www.ebi.ac.uk/efo/EFO_0004191,efo,26/04/2019 00:00
,ukbiobank_964,disease,Hair/balding pattern: Pattern 4,http://www.ebi.ac.uk/efo/EFO_0007825,efo,26/04/2019 00:00
,ukbiobank_965,measurement,Hand grip strength (left),http://www.ebi.ac.uk/efo/EFO_0006941,efo,26/04/2019 00:00
,ukbiobank_966,measurement,Hand grip strength (right),http://www.ebi.ac.uk/efo/EFO_0006941,efo,26/04/2019 00:00
,ukbiobank_967,measurement,"Heel bone mineral density (BMD) T-score, automated",http://www.ebi.ac.uk/efo/EFO_0009270,efo,26/04/2019 00:00
,ukbiobank_968,measurement,Age completed full time education,http://www.ebi.ac.uk/efo/EFO_0004784,efo,26/04/2019 00:00
,ukbiobank_969,measurement,Daytime dozing / sleeping (narcolepsy),http://www.ebi.ac.uk/efo/EFO_0007875,efo,26/04/2019 00:00
,ukbiobank_969,measurement,Daytime dozing / sleeping (narcolepsy),http://www.ebi.ac.uk/efo/EFO_0005855,efo,26/04/2019 00:00
,ukbiobank_970,biological process,Current tobacco smoking,http://www.ebi.ac.uk/efo/EFO_0004318,efo,26/04/2019 00:00
,ukbiobank_971,biological process,Past tobacco smoking,http://www.ebi.ac.uk/efo/EFO_0004319,efo,26/04/2019 00:00
,ukbiobank_972,measurement,Exposure to tobacco smoke at home,http://www.ebi.ac.uk/efo/EFO_0008361,efo,26/04/2019 00:00
,ukbiobank_973,measurement,Exposure to tobacco smoke outside home,http://www.ebi.ac.uk/efo/EFO_0008361,efo,26/04/2019 00:00
,ukbiobank_974,phenotype,Worrier / anxious feelings,http://www.ebi.ac.uk/efo/EFO_0005230,efo,26/04/2019 00:00
,ukbiobank_975,measurement,Frequency of depressed mood in last 2 weeks,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_976,measurement,Frequency of unenthusiasm / disinterest in last 2 weeks,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_977,disease,Diabetes diagnosed by doctor,http://www.ebi.ac.uk/efo/EFO_0000400,efo,26/04/2019 00:00
,ukbiobank_978,disease,Cancer diagnosed by doctor,http://www.ebi.ac.uk/efo/EFO_0000311,efo,26/04/2019 00:00
,ukbiobank_979,disease,Fractured/broken bones in last 5 years,http://www.ebi.ac.uk/efo/EFO_0003931,efo,26/04/2019 00:00
,ukbiobank_980,disease,"Ever had stillbirth, spontaneous miscarriage or termination",http://www.ebi.ac.uk/efo/EFO_1001255,efo,26/04/2019 00:00
,ukbiobank_981,experimental process,Ever used hormone-replacement therapy (HRT),http://www.ebi.ac.uk/efo/EFO_0003961,efo,26/04/2019 00:00
,ukbiobank_982,disease,Fracture resulting from simple fall,http://www.ebi.ac.uk/efo/EFO_0003931,efo,26/04/2019 00:00
,ukbiobank_983,phenotype,Facial pains for 3+ months,http://www.ebi.ac.uk/efo/EFO_0009625,efo,26/04/2019 00:00
,ukbiobank_984,measurement,Longest period of depression,http://www.ebi.ac.uk/efo/EFO_0007704,efo,26/04/2019 00:00
,ukbiobank_985,measurement,Number of depression episodes,http://www.ebi.ac.uk/efo/EFO_0007704,efo,26/04/2019 00:00
,ukbiobank_986,measurement,Longest period of unenthusiasm / disinterest,http://www.ebi.ac.uk/efo/EFO_0007803,efo,26/04/2019 00:00
,ukbiobank_987,measurement,Mean time to correctly identify matches,http://www.ebi.ac.uk/efo/EFO_0008393,efo,26/04/2019 00:00
,ukbiobank_988,measurement,Creatinine (enzymatic) in urine,http://www.ebi.ac.uk/efo/EFO_0007934,efo,26/04/2019 00:00
,ukbiobank_989,phenotype,Handedness (chirality/laterality): Left-handed,http://www.ebi.ac.uk/efo/EFO_0003889,efo,26/04/2019 00:00
,ukbiobank_990,phenotype,Handedness (chirality/laterality): Use both right and left hands equally,http://www.ebi.ac.uk/efo/EFO_0003889,efo,26/04/2019 00:00
,ukbiobank_991,disease,sarcoma/fibrosarcoma,http://www.ebi.ac.uk/efo/EFO_0000691,efo,26/04/2019 00:00
,ukbiobank_991,disease,sarcoma/fibrosarcoma,http://www.ebi.ac.uk/efo/EFO_0002087,efo,26/04/2019 00:00
,ukbiobank_992,disease,cin/pre-cancer cells cervix,http://www.ebi.ac.uk/efo/EFO_1000910,efo,26/04/2019 00:00
,ukbiobank_993,disease,rodent ulcer,http://www.ebi.ac.uk/efo/EFO_0004193,efo,26/04/2019 00:00
,ukbiobank_994,disease,heart valve problem/heart murmur,http://www.ebi.ac.uk/efo/EFO_0009551,efo,26/04/2019 00:00
,ukbiobank_995,disease,pericardial problem,http://www.ebi.ac.uk/efo/EFO_0007427,efo,26/04/2019 00:00
,ukbiobank_996,disease,other respiratory problems,http://www.ebi.ac.uk/efo/EFO_0000684,efo,26/04/2019 00:00
,ukbiobank_997,disease,oesophageal disorder,http://www.ebi.ac.uk/efo/EFO_0009544,efo,26/04/2019 00:00
,ukbiobank_998,disease,stomach disorder,http://www.ebi.ac.uk/efo/EFO_0009608,efo,26/04/2019 00:00
,ukbiobank_999,phenotype,non-infective hepatitis,http://purl.obolibrary.org/obo/HP_0012115,efo,26/04/2019 00:00
,ukbiobank_1000,disease,renal failure requiring dialysis,http://www.ebi.ac.uk/efo/EFO_1002048,efo,26/04/2019 00:00
,ukbiobank_1001,disease,renal failure not requiring dialysis,http://www.ebi.ac.uk/efo/EFO_1002048,efo,26/04/2019 00:00
,ukbiobank_1002,disease,parathyroid gland problem (not cancer),http://www.ebi.ac.uk/efo/EFO_0005754,efo,26/04/2019 00:00
,ukbiobank_1003,disease,meningitis,http://www.ebi.ac.uk/efo/EFO_0000584,efo,26/04/2019 00:00
,ukbiobank_1004,disease,chronic/degenerative neurological problem,http://www.ebi.ac.uk/efo/EFO_0005772,efo,26/04/2019 00:00
,ukbiobank_1005,phenotype,anxiety/panic attacks,http://www.ebi.ac.uk/efo/EFO_0005230,efo,26/04/2019 00:00
,ukbiobank_1005,phenotype,anxiety/panic attacks,http://www.ebi.ac.uk/efo/EFO_0004262,efo,26/04/2019 00:00
,ukbiobank_1006,disease,muscle/soft tissue problem,http://www.ebi.ac.uk/efo/EFO_0009470,efo,26/04/2019 00:00
,ukbiobank_1007,disease,spine arthritis/spondylitis,http://www.ebi.ac.uk/efo/EFO_1000787,efo,26/04/2019 00:00
,ukbiobank_1008,disease,prolapsed disc/slipped disc,http://www.ebi.ac.uk/efo/EFO_1002005,efo,26/04/2019 00:00
,ukbiobank_1009,disease,other renal/kidney problem,http://www.ebi.ac.uk/efo/EFO_0003086,efo,26/04/2019 00:00
,ukbiobank_1010,disease,bronchitis,http://www.ebi.ac.uk/efo/EFO_1002018,efo,26/04/2019 00:00
,ukbiobank_1011,disease,other joint disorder,http://www.ebi.ac.uk/efo/EFO_1000999,efo,26/04/2019 00:00
,ukbiobank_1012,disease,diabetic neuropathy/ulcers,http://www.ebi.ac.uk/efo/EFO_1000783,efo,26/04/2019 00:00
,ukbiobank_1013,disease,cervical spondylosis,http://www.ebi.ac.uk/efo/EFO_0009610,efo,26/04/2019 00:00
,ukbiobank_1014,phenotype,svt / supraventricular tachycardia,http://purl.obolibrary.org/obo/HP_0004755,efo,26/04/2019 00:00
,ukbiobank_1015,phenotype,anal problem,http://purl.obolibrary.org/obo/HP_0004378,efo,26/04/2019 00:00
,ukbiobank_1016,disease,macular degeneration,http://www.ebi.ac.uk/efo/EFO_0009606,efo,26/04/2019 00:00
,ukbiobank_1017,phenotype,bowel / intestinal obstruction,http://purl.obolibrary.org/obo/HP_0004796,efo,26/04/2019 00:00
,ukbiobank_1018,biological process,stress,http://www.ebi.ac.uk/efo/EFO_1001920,efo,26/04/2019 00:00
,ukbiobank_1019,disease,fracture upper arm / humerus / elbow,http://www.ebi.ac.uk/efo/EFO_0009514,efo,26/04/2019 00:00
,ukbiobank_1020,disease,fracture vertebra / crush fracture / vertebral collapse,http://www.ebi.ac.uk/efo/EFO_0003902,efo,26/04/2019 00:00
,ukbiobank_1021,biological process,allergy to house dust mite,http://www.ebi.ac.uk/efo/EFO_0006992,efo,26/04/2019 00:00
,ukbiobank_1022,disease,benign neuroma,http://www.ebi.ac.uk/efo/EFO_0009619,efo,26/04/2019 00:00
,ukbiobank_1023,disease,Hearing difficulty/problems: I am completely deaf,http://www.ebi.ac.uk/efo/EFO_0001063,efo,26/04/2019 00:00
,ukbiobank_1024,disease,Which eye(s) are affected by cataract: Right eye,http://www.ebi.ac.uk/efo/EFO_0001059,efo,26/04/2019 00:00
,ukbiobank_1025,disease,Which eye(s) are affected by cataract: Left eye,http://www.ebi.ac.uk/efo/EFO_0001059,efo,26/04/2019 00:00
,ukbiobank_1026,quality,Number of self-reported cancers,http://www.ebi.ac.uk/efo/EFO_0009800,efo,26/04/2019 00:00
,ukbiobank_1027,quality,Number of self-reported non-cancer illnesses,http://www.ebi.ac.uk/efo/EFO_0009801,efo,26/04/2019 00:00
,ukbiobank_1028,quality,"Number of operations, self-reported",http://www.ebi.ac.uk/efo/EFO_0009802,efo,26/04/2019 00:00
